ID,Country,Year,Attack Type,Target Industry,Financial Loss ($M),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Used,Resolution Time (Hr)
CBS-2458,Australia,2016,Phishing,Telecommunications,63.8,71720,Hacker Group,Zero-day,Encryption,21
CBS-2459,Russia,2024,Ransomware,Telecommunications,35.6,236676,Nation-state,Social Engineering,AI-based Detection,67
CBS-2460,India,2024,Man-in-the-Middle,Telecommunications,93.5,409281,Nation-state,Weak Passwords,Antivirus,18
CBS-2461,Japan,2023,Phishing,Banking,82.4,612815,Insider,Zero-day,Antivirus,12
CBS-2462,Russia,2018,SQL Injection,Telecommunications,11.3,153618,Nation-state,Weak Passwords,VPN,29
CBS-2463,India,2023,Ransomware,Banking,57.2,704230,Nation-state,Zero-day,VPN,71
CBS-2464,China,2019,Malware,Retail,79.4,863510,Hacker Group,Weak Passwords,VPN,2
CBS-2465,India,2024,DDoS,Healthcare,4.1,488599,Unknown,Social Engineering,Encryption,11
CBS-2466,France,2022,Ransomware,Healthcare,80.7,964782,Unknown,Weak Passwords,VPN,47
CBS-2467,Germany,2018,Man-in-the-Middle,IT,49.0,323027,Unknown,Unpatched Software,Encryption,49
CBS-2468,China,2023,Man-in-the-Middle,Education,10.6,12970,Unknown,Social Engineering,Antivirus,32
CBS-2469,India,2020,Man-in-the-Middle,Government,50.2,659835,Unknown,Zero-day,Encryption,46
CBS-2470,China,2023,SQL Injection,Telecommunications,66.9,336320,Hacker Group,Social Engineering,VPN,51
CBS-2471,China,2017,Man-in-the-Middle,Banking,47.5,83617,Insider,Unpatched Software,AI-based Detection,64
CBS-2472,Brazil,2018,Malware,Banking,87.1,99178,Nation-state,Unpatched Software,Antivirus,27
CBS-2473,Brazil,2024,Ransomware,Education,80.1,489369,Nation-state,Unpatched Software,Encryption,41
CBS-2474,Russia,2017,Phishing,Telecommunications,2.2,620350,Hacker Group,Zero-day,Firewall,45
CBS-2475,USA,2020,DDoS,Healthcare,38.1,846602,Insider,Weak Passwords,Firewall,31
CBS-2476,India,2017,Malware,Government,61.0,650042,Nation-state,Unpatched Software,Antivirus,48
CBS-2477,Japan,2019,Man-in-the-Middle,Government,61.0,549197,Hacker Group,Social Engineering,Antivirus,59
CBS-2478,France,2023,Phishing,IT,15.5,138639,Hacker Group,Unpatched Software,VPN,14
CBS-2479,Australia,2024,Man-in-the-Middle,Healthcare,93.4,833819,Insider,Unpatched Software,Antivirus,14
CBS-2480,India,2022,Malware,Retail,13.9,813217,Insider,Zero-day,AI-based Detection,71
CBS-2481,UK,2017,Malware,Banking,11.3,636273,Insider,Zero-day,Antivirus,30
CBS-2482,Russia,2017,Man-in-the-Middle,Banking,66.5,45277,Insider,Social Engineering,Firewall,43
CBS-2483,Australia,2015,Phishing,Telecommunications,89.4,488342,Hacker Group,Unpatched Software,Firewall,23
CBS-2484,France,2019,Phishing,IT,55.3,526220,Nation-state,Social Engineering,AI-based Detection,2
CBS-2485,USA,2023,DDoS,Education,90.4,311596,Insider,Weak Passwords,VPN,23
CBS-2486,Brazil,2024,DDoS,Retail,25.2,658226,Insider,Weak Passwords,VPN,52
CBS-2487,India,2019,Phishing,Education,6.3,344693,Hacker Group,Social Engineering,Encryption,19
CBS-2488,France,2016,Phishing,Education,37.6,380995,Unknown,Weak Passwords,VPN,60
CBS-2489,Brazil,2018,Malware,Banking,3.1,458185,Insider,Social Engineering,AI-based Detection,31
CBS-2490,Brazil,2022,Man-in-the-Middle,Education,91.7,581034,Insider,Social Engineering,VPN,67
CBS-2491,Russia,2019,Ransomware,Retail,20.0,722544,Hacker Group,Social Engineering,Encryption,14
CBS-2492,Brazil,2024,Phishing,IT,28.8,793783,Insider,Social Engineering,Firewall,17
CBS-2493,China,2023,SQL Injection,IT,53.2,620822,Unknown,Zero-day,Firewall,21
CBS-2494,Russia,2022,Ransomware,Healthcare,16.6,715102,Insider,Zero-day,Antivirus,2
CBS-2495,Russia,2021,Man-in-the-Middle,Banking,44.3,634390,Unknown,Zero-day,Antivirus,54
CBS-2496,Japan,2021,Ransomware,Government,10.3,791473,Nation-state,Weak Passwords,Firewall,58
CBS-2497,China,2022,Phishing,IT,41.8,631816,Unknown,Weak Passwords,Firewall,29
CBS-2498,Germany,2016,Malware,Banking,84.5,517353,Nation-state,Social Engineering,Antivirus,41
CBS-2499,Japan,2015,Malware,Telecommunications,40.4,118734,Insider,Unpatched Software,AI-based Detection,21
CBS-2500,India,2020,Man-in-the-Middle,Education,39.2,963367,Insider,Zero-day,Encryption,50
CBS-2501,Australia,2021,SQL Injection,Telecommunications,22.5,71557,Insider,Social Engineering,Antivirus,47
CBS-2502,Brazil,2017,Ransomware,Government,58.2,824704,Hacker Group,Zero-day,Antivirus,30
CBS-2503,Germany,2023,Man-in-the-Middle,Banking,92.5,1326,Nation-state,Social Engineering,Antivirus,11
CBS-2504,UK,2015,Phishing,Banking,51.4,630931,Insider,Zero-day,AI-based Detection,48
CBS-2505,Germany,2016,Phishing,Government,93.6,395731,Insider,Unpatched Software,AI-based Detection,64
CBS-2506,Australia,2017,Ransomware,Government,27.4,918816,Unknown,Weak Passwords,AI-based Detection,58
CBS-2507,Australia,2021,Malware,Healthcare,74.6,357205,Nation-state,Weak Passwords,Antivirus,21
CBS-2508,UK,2019,SQL Injection,IT,78.8,464960,Unknown,Unpatched Software,Encryption,24
CBS-2509,USA,2019,Ransomware,Telecommunications,65.7,51619,Insider,Unpatched Software,VPN,3
CBS-2510,Brazil,2017,Phishing,IT,81.0,850794,Unknown,Social Engineering,Antivirus,69
CBS-2511,France,2015,Man-in-the-Middle,Banking,27.2,559841,Nation-state,Unpatched Software,VPN,22
CBS-2512,China,2018,DDoS,Healthcare,86.4,685136,Nation-state,Weak Passwords,Antivirus,62
CBS-2513,Brazil,2016,Malware,Education,83.9,102797,Unknown,Weak Passwords,Firewall,17
CBS-2514,France,2022,Ransomware,Healthcare,40.4,439046,Insider,Social Engineering,VPN,42
CBS-2515,USA,2019,SQL Injection,Telecommunications,57.4,51312,Insider,Social Engineering,AI-based Detection,26
CBS-2516,Brazil,2022,Ransomware,Retail,1.4,510870,Unknown,Unpatched Software,AI-based Detection,35
CBS-2517,Russia,2021,SQL Injection,Government,66.5,348118,Hacker Group,Zero-day,VPN,42
CBS-2518,Australia,2016,Ransomware,Healthcare,47.2,509930,Unknown,Social Engineering,AI-based Detection,68
CBS-2519,UK,2016,Ransomware,IT,59.0,822380,Hacker Group,Zero-day,Firewall,26
CBS-2520,Germany,2022,SQL Injection,Banking,52.9,619669,Unknown,Unpatched Software,Antivirus,19
CBS-2521,Australia,2023,SQL Injection,Telecommunications,21.0,341111,Insider,Weak Passwords,VPN,14
CBS-2522,France,2018,Ransomware,Government,2.8,443730,Hacker Group,Weak Passwords,Antivirus,39
CBS-2523,Japan,2017,DDoS,IT,27.8,824968,Insider,Weak Passwords,Encryption,15
CBS-2524,Japan,2016,Man-in-the-Middle,Retail,58.8,172346,Nation-state,Social Engineering,AI-based Detection,51
CBS-2525,Germany,2022,DDoS,Telecommunications,52.0,919855,Hacker Group,Weak Passwords,Antivirus,56
CBS-2526,Germany,2021,Man-in-the-Middle,IT,90.6,254634,Hacker Group,Social Engineering,AI-based Detection,5
CBS-2527,France,2022,Phishing,Retail,39.2,724409,Unknown,Weak Passwords,Antivirus,56
CBS-2528,UK,2018,Phishing,Healthcare,95.3,269142,Unknown,Unpatched Software,Encryption,72
CBS-2529,India,2024,Phishing,Retail,92.5,32067,Insider,Unpatched Software,Antivirus,19
CBS-2530,Germany,2020,Malware,Government,32.2,591314,Hacker Group,Weak Passwords,Encryption,65
CBS-2531,Germany,2019,SQL Injection,Healthcare,91.7,149171,Hacker Group,Zero-day,VPN,64
CBS-2532,Brazil,2016,DDoS,IT,13.5,535205,Hacker Group,Social Engineering,AI-based Detection,53
CBS-2533,Germany,2022,Ransomware,Education,87.9,471889,Nation-state,Zero-day,Antivirus,4
CBS-2534,France,2019,Phishing,Healthcare,52.2,869751,Insider,Zero-day,Firewall,12
CBS-2535,Russia,2017,DDoS,Education,50.4,690010,Nation-state,Weak Passwords,Firewall,18
CBS-2536,Brazil,2017,Ransomware,Healthcare,32.9,433987,Unknown,Zero-day,AI-based Detection,21
CBS-2537,UK,2017,Phishing,Banking,1.5,31262,Unknown,Social Engineering,Firewall,56
CBS-2538,Australia,2022,Malware,Retail,32.3,824433,Nation-state,Unpatched Software,AI-based Detection,60
CBS-2539,Germany,2023,Man-in-the-Middle,Retail,23.3,651963,Insider,Unpatched Software,AI-based Detection,53
CBS-2540,France,2017,SQL Injection,Education,81.1,349070,Unknown,Zero-day,VPN,41
CBS-2541,USA,2024,Malware,Telecommunications,71.4,967411,Hacker Group,Social Engineering,AI-based Detection,47
CBS-2542,Japan,2021,SQL Injection,Retail,64.8,263770,Unknown,Social Engineering,Antivirus,62
CBS-2543,UK,2016,Phishing,Retail,85.9,714670,Hacker Group,Weak Passwords,VPN,32
CBS-2544,USA,2021,DDoS,Telecommunications,47.8,498904,Hacker Group,Zero-day,Antivirus,65
CBS-2545,USA,2024,Phishing,Education,48.0,569539,Unknown,Weak Passwords,Encryption,18
CBS-2546,China,2016,Man-in-the-Middle,Retail,82.5,217938,Nation-state,Weak Passwords,VPN,69
CBS-2547,China,2022,Ransomware,Retail,36.5,172607,Unknown,Zero-day,VPN,60
CBS-2548,India,2023,Man-in-the-Middle,Retail,95.7,424762,Insider,Unpatched Software,VPN,10
CBS-2549,Japan,2019,Man-in-the-Middle,IT,42.3,130309,Insider,Zero-day,AI-based Detection,56
CBS-2550,India,2018,DDoS,Government,65.1,95378,Insider,Social Engineering,Antivirus,67
CBS-2551,India,2017,Phishing,IT,54.0,920801,Nation-state,Zero-day,Antivirus,52
CBS-2552,Japan,2020,Man-in-the-Middle,Retail,91.4,551038,Insider,Social Engineering,Firewall,21
CBS-2553,China,2016,Malware,Telecommunications,85.8,962508,Unknown,Social Engineering,AI-based Detection,13
CBS-2554,France,2020,Malware,Healthcare,92.3,267554,Hacker Group,Social Engineering,Firewall,45
CBS-2555,Japan,2020,Ransomware,IT,25.3,76258,Unknown,Social Engineering,VPN,43
CBS-2556,Russia,2016,Malware,Banking,3.6,661377,Hacker Group,Weak Passwords,Antivirus,66
CBS-2557,Australia,2022,SQL Injection,Retail,56.6,310341,Unknown,Weak Passwords,Encryption,32
CBS-2558,Russia,2017,Phishing,Education,66.3,702883,Insider,Unpatched Software,VPN,31
CBS-2559,USA,2017,Malware,Education,78.4,516103,Hacker Group,Unpatched Software,Firewall,62
CBS-2560,USA,2015,Malware,Retail,84.7,542283,Hacker Group,Social Engineering,Firewall,64
CBS-2561,Russia,2016,SQL Injection,Government,43.8,173441,Hacker Group,Social Engineering,Antivirus,43
CBS-2562,France,2017,DDoS,Retail,67.4,856228,Hacker Group,Zero-day,Encryption,47
CBS-2563,UK,2019,Malware,IT,68.5,791265,Hacker Group,Social Engineering,Firewall,65
CBS-2564,USA,2019,Malware,Retail,45.4,969699,Hacker Group,Social Engineering,Firewall,63
CBS-2565,Russia,2023,Malware,Telecommunications,95.0,338867,Nation-state,Unpatched Software,AI-based Detection,34
CBS-2566,Japan,2018,Ransomware,Government,45.0,951249,Hacker Group,Weak Passwords,VPN,25
CBS-2567,USA,2022,Ransomware,IT,50.4,34584,Insider,Zero-day,Firewall,43
CBS-2568,Brazil,2021,Malware,Education,74.4,298836,Hacker Group,Social Engineering,Encryption,29
CBS-2569,Brazil,2018,Malware,Retail,27.8,526161,Unknown,Unpatched Software,AI-based Detection,12
CBS-2570,Brazil,2020,Phishing,Government,77.0,476308,Insider,Social Engineering,VPN,44
CBS-2571,China,2017,SQL Injection,Banking,29.4,206897,Unknown,Zero-day,Encryption,18
CBS-2572,Japan,2022,Malware,IT,1.9,2653,Nation-state,Unpatched Software,AI-based Detection,56
CBS-2573,UK,2024,Ransomware,Healthcare,90.4,540353,Hacker Group,Unpatched Software,Antivirus,68
CBS-2574,Germany,2015,Phishing,Retail,84.8,779922,Nation-state,Zero-day,Antivirus,50
CBS-2575,Germany,2016,Ransomware,Education,24.4,908906,Hacker Group,Weak Passwords,AI-based Detection,46
CBS-2576,Russia,2021,Man-in-the-Middle,Healthcare,28.3,446741,Nation-state,Weak Passwords,Firewall,20
CBS-2577,India,2023,Phishing,Education,10.0,317488,Insider,Social Engineering,VPN,46
CBS-2578,Brazil,2024,Phishing,IT,72.3,182613,Unknown,Unpatched Software,AI-based Detection,26
CBS-2579,UK,2018,Ransomware,IT,61.4,211305,Hacker Group,Zero-day,Encryption,27
CBS-2580,UK,2024,DDoS,Government,68.8,60379,Hacker Group,Unpatched Software,Firewall,32
CBS-2581,Russia,2020,Ransomware,Healthcare,11.1,785179,Unknown,Weak Passwords,VPN,2
CBS-2582,Russia,2022,SQL Injection,Telecommunications,2.0,652682,Insider,Social Engineering,Encryption,46
CBS-2583,Brazil,2022,SQL Injection,Banking,5.9,52649,Nation-state,Unpatched Software,Encryption,57
CBS-2584,Germany,2024,Man-in-the-Middle,Government,45.8,865871,Insider,Weak Passwords,Antivirus,58
CBS-2585,Russia,2022,DDoS,Retail,93.7,474552,Nation-state,Zero-day,Encryption,20
CBS-2586,France,2024,SQL Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57
CBS-2587,USA,2020,Phishing,Education,60.6,275819,Nation-state,Social Engineering,Firewall,69
CBS-2588,Brazil,2021,DDoS,Retail,89.8,454088,Hacker Group,Social Engineering,VPN,70
CBS-2589,France,2018,Phishing,Government,30.7,338619,Hacker Group,Unpatched Software,Antivirus,68
CBS-2590,Brazil,2018,Malware,Banking,31.6,940038,Hacker Group,Zero-day,Antivirus,24
CBS-2591,USA,2017,DDoS,Government,98.7,17805,Nation-state,Weak Passwords,Antivirus,31
CBS-2592,Japan,2020,SQL Injection,Telecommunications,92.1,244933,Nation-state,Social Engineering,AI-based Detection,37
CBS-2593,USA,2016,Phishing,Retail,71.1,198602,Unknown,Zero-day,Firewall,18
CBS-2594,India,2023,DDoS,Retail,73.9,504861,Unknown,Weak Passwords,Antivirus,65
CBS-2595,UK,2016,Malware,Telecommunications,91.2,695618,Nation-state,Social Engineering,Antivirus,14
CBS-2596,China,2022,Man-in-the-Middle,Healthcare,5.4,270732,Unknown,Weak Passwords,Firewall,31
CBS-2597,UK,2015,Phishing,Retail,77.6,270326,Nation-state,Social Engineering,Firewall,24
CBS-2598,Russia,2017,Man-in-the-Middle,Government,81.0,827534,Hacker Group,Unpatched Software,Firewall,29
CBS-2599,Germany,2020,Man-in-the-Middle,Retail,46.1,32499,Insider,Zero-day,Firewall,14
CBS-2600,Russia,2016,Malware,Telecommunications,52.2,279065,Hacker Group,Unpatched Software,VPN,62
CBS-2601,Germany,2017,Ransomware,Telecommunications,49.6,119598,Insider,Unpatched Software,Encryption,43
CBS-2602,Germany,2016,SQL Injection,Education,61.8,387500,Nation-state,Weak Passwords,AI-based Detection,30
CBS-2603,Brazil,2018,Phishing,Education,66.1,656031,Nation-state,Social Engineering,Encryption,36
CBS-2604,China,2022,Ransomware,Education,85.7,637259,Unknown,Zero-day,VPN,57
CBS-2605,Russia,2023,SQL Injection,Education,1.0,623106,Nation-state,Weak Passwords,Firewall,43
CBS-2606,India,2015,DDoS,Education,21.7,513867,Unknown,Zero-day,Firewall,34
CBS-2607,Australia,2023,Man-in-the-Middle,Healthcare,7.5,710871,Insider,Zero-day,Firewall,55
CBS-2608,India,2020,Malware,Healthcare,7.1,875225,Unknown,Zero-day,Antivirus,31
CBS-2609,Germany,2024,Malware,Retail,71.2,989625,Unknown,Social Engineering,Firewall,53
CBS-2610,China,2016,DDoS,Education,89.1,210433,Insider,Weak Passwords,AI-based Detection,63
CBS-2611,USA,2018,Malware,IT,26.3,709153,Hacker Group,Weak Passwords,VPN,45
CBS-2612,France,2020,Ransomware,IT,21.1,568832,Nation-state,Social Engineering,Firewall,12
CBS-2613,China,2022,Phishing,Retail,51.8,355545,Unknown,Weak Passwords,Encryption,68
CBS-2614,Germany,2019,Phishing,Education,90.9,112635,Insider,Weak Passwords,Firewall,55
CBS-2615,Brazil,2015,SQL Injection,Banking,89.4,988268,Unknown,Zero-day,VPN,44
CBS-2616,India,2021,Malware,Education,65.9,357399,Nation-state,Zero-day,Encryption,2
CBS-2617,Japan,2018,Man-in-the-Middle,Government,78.2,512258,Hacker Group,Weak Passwords,Encryption,32
CBS-2618,Australia,2024,Ransomware,Healthcare,24.2,180760,Nation-state,Weak Passwords,Encryption,34
CBS-2619,USA,2023,Man-in-the-Middle,Retail,81.2,691638,Unknown,Zero-day,Antivirus,17
CBS-2620,Russia,2019,Ransomware,IT,80.2,123757,Insider,Social Engineering,Encryption,54
CBS-2621,Germany,2018,DDoS,Telecommunications,70.0,702285,Hacker Group,Zero-day,AI-based Detection,46
CBS-2622,Australia,2022,DDoS,Education,9.7,907708,Unknown,Unpatched Software,AI-based Detection,44
CBS-2623,Australia,2015,DDoS,Healthcare,4.5,713160,Hacker Group,Unpatched Software,Encryption,26
CBS-2624,USA,2022,Malware,Banking,46.8,239200,Nation-state,Social Engineering,Encryption,8
CBS-2625,China,2016,DDoS,Healthcare,63.2,500521,Nation-state,Weak Passwords,Encryption,27
CBS-2626,India,2015,Phishing,IT,25.5,741259,Hacker Group,Unpatched Software,Antivirus,18
CBS-2627,Japan,2021,SQL Injection,Education,4.0,604843,Insider,Unpatched Software,AI-based Detection,40
CBS-2628,UK,2023,SQL Injection,Education,19.2,697610,Insider,Weak Passwords,Encryption,18
CBS-2629,Germany,2022,SQL Injection,IT,58.4,730850,Hacker Group,Weak Passwords,AI-based Detection,27
CBS-2630,Australia,2018,SQL Injection,IT,65.1,417807,Insider,Social Engineering,Firewall,46
CBS-2631,India,2020,Malware,Healthcare,3.7,58205,Hacker Group,Unpatched Software,Encryption,63
CBS-2632,India,2016,SQL Injection,Healthcare,33.1,830670,Unknown,Social Engineering,Antivirus,11
CBS-2633,Brazil,2024,Ransomware,Government,57.7,691990,Insider,Weak Passwords,Antivirus,41
CBS-2634,USA,2015,Ransomware,Retail,74.7,498089,Insider,Weak Passwords,Encryption,18
CBS-2635,China,2015,Ransomware,IT,86.8,748040,Insider,Weak Passwords,Firewall,18
CBS-2636,Brazil,2018,Ransomware,Healthcare,4.5,909979,Nation-state,Social Engineering,VPN,65
CBS-2637,Australia,2019,Man-in-the-Middle,Banking,27.0,286038,Nation-state,Social Engineering,Encryption,43
CBS-2638,Russia,2021,SQL Injection,Retail,82.9,479586,Insider,Zero-day,AI-based Detection,8
CBS-2639,Australia,2020,Phishing,Banking,42.0,454763,Hacker Group,Social Engineering,Firewall,14
CBS-2640,UK,2019,Phishing,Telecommunications,33.9,60183,Nation-state,Unpatched Software,AI-based Detection,17
CBS-2641,Russia,2018,Phishing,Education,94.6,596801,Nation-state,Weak Passwords,Antivirus,70
CBS-2642,China,2021,Ransomware,IT,71.9,698786,Hacker Group,Zero-day,Antivirus,21
CBS-2643,Japan,2021,DDoS,Telecommunications,94.2,441749,Nation-state,Unpatched Software,AI-based Detection,55
CBS-2644,China,2018,SQL Injection,Healthcare,76.4,966102,Hacker Group,Social Engineering,Firewall,1
CBS-2645,India,2017,Malware,Healthcare,66.3,430200,Unknown,Zero-day,Antivirus,48
CBS-2646,UK,2023,Ransomware,Banking,49.9,638668,Nation-state,Social Engineering,Encryption,47
CBS-2647,UK,2019,DDoS,Healthcare,81.9,127817,Nation-state,Weak Passwords,Antivirus,66
CBS-2648,Brazil,2017,Man-in-the-Middle,Government,14.5,491794,Nation-state,Zero-day,Encryption,4
CBS-2649,Germany,2024,Ransomware,IT,33.4,737958,Hacker Group,Social Engineering,Encryption,54
CBS-2650,Australia,2017,DDoS,Education,31.7,724207,Hacker Group,Weak Passwords,Firewall,54
CBS-2651,Germany,2018,SQL Injection,Healthcare,78.1,451780,Hacker Group,Unpatched Software,VPN,28
CBS-2652,India,2016,Man-in-the-Middle,Healthcare,8.3,875227,Unknown,Zero-day,AI-based Detection,20
CBS-2653,Brazil,2018,Malware,Banking,17.5,334945,Nation-state,Weak Passwords,Antivirus,33
CBS-2654,Australia,2023,DDoS,IT,81.9,525978,Unknown,Weak Passwords,Antivirus,12
CBS-2655,UK,2016,Phishing,Retail,37.3,761252,Insider,Weak Passwords,VPN,57
CBS-2656,China,2017,Phishing,Government,38.9,168075,Insider,Social Engineering,AI-based Detection,52
CBS-2657,Japan,2015,Ransomware,Banking,6.6,443408,Hacker Group,Weak Passwords,Encryption,71
CBS-2658,UK,2018,DDoS,IT,18.0,60917,Unknown,Zero-day,VPN,1
CBS-2659,USA,2017,Man-in-the-Middle,Banking,59.5,839892,Nation-state,Weak Passwords,Encryption,20
CBS-2660,Brazil,2021,Ransomware,Government,72.1,673933,Unknown,Zero-day,AI-based Detection,22
CBS-2661,USA,2021,Ransomware,Education,84.6,534283,Insider,Social Engineering,VPN,49
CBS-2662,UK,2022,DDoS,Education,32.2,49715,Insider,Unpatched Software,Encryption,72
CBS-2663,China,2022,SQL Injection,Banking,1.2,297461,Hacker Group,Zero-day,Firewall,15
CBS-2664,Russia,2021,SQL Injection,Healthcare,48.7,861410,Unknown,Social Engineering,VPN,7
CBS-2665,Germany,2016,DDoS,Telecommunications,14.3,547178,Insider,Social Engineering,Firewall,45
CBS-2666,Japan,2020,Ransomware,Banking,37.4,273660,Insider,Weak Passwords,Firewall,6
CBS-2667,Brazil,2023,Phishing,IT,23.0,195113,Unknown,Unpatched Software,Encryption,4
CBS-2668,China,2018,Man-in-the-Middle,Banking,9.8,881294,Insider,Unpatched Software,AI-based Detection,3
CBS-2669,USA,2024,Phishing,Government,58.6,146937,Hacker Group,Social Engineering,Firewall,10
CBS-2670,Russia,2016,Phishing,Healthcare,11.3,72191,Unknown,Weak Passwords,Antivirus,3
