ID,Company Name,Job Title,Level,Location,City,State,Company Size (By Category),Company Size,Min Company Size,Max Company Size,Industry,Rating,Salary Estimate,Min Salary,Max Salary,Avg Salary
1728,Vespa Group Llc,Healthcare/Clinical Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Small,1–50,1,50,Other Industries,2.8,$34K-$61K,34000,61000,47500
1729,Lilt,Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Small,51–200,51,200,Technology,3.8,$34K-$61K,34000,61000,47500
1730,Bcforward,Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Large,1001–5000,1001,5000,Technology,2.8,$34K-$61K,34000,61000,47500
1731,"Alpha Rae Personnel, Inc.",Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Large,1001–5000,1001,5000,Professional Services,3.6,$34K-$61K,34000,61000,47500
1732,The Fountain Group,Business Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Large,1001–5000,1001,5000,Professional Services,3.6,$34K-$61K,34000,61000,47500
1733,Swoon,Technical Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Medium,201–500,201,500,Technology,4.6,$34K-$61K,34000,61000,47500
1734,"Staffigo Technical Services, Llc",Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Small,51–200,51,200,Technology,5.0,$34K-$61K,34000,61000,47500
1735,Keywords Studios,Healthcare/Clinical Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Large,5001–10000,5001,10000,Technology,3.1,$34K-$61K,34000,61000,47500
1736,Kuehne + Nagel,Data Analyst,Mid,"Whitestown, IN",Whitestown,IN,Enterprise,10000+,10000,10000,Other Industries,3.5,$34K-$61K,34000,61000,47500
1737,Cynet Systems,Senior Data Analyst,Senior,"Indianapolis, IN",Indianapolis,IN,Medium,501–1000,501,1000,Technology,4.0,$34K-$61K,34000,61000,47500
1738,Health & Hospital Corporation,Data Analyst,Mid,"Indianapolis, IN",Indianapolis,IN,Large,1001–5000,1001,5000,Healthcare,3.4,$34K-$61K,34000,61000,47500
1739,Heartland Payment Systems,Senior Data Analyst,Senior,"Jeffersonville, IN",Jeffersonville,IN,Large,1001–5000,1001,5000,Financial,2.9,$34K-$61K,34000,61000,47500
1740,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Indianapolis, IN",Indianapolis,IN,Small,51–200,51,200,Technology,5.0,$34K-$61K,34000,61000,47500
1741,Franciscan Health,Senior Data Analyst,Senior,"Beech Grove, IN",Beech Grove,IN,Enterprise,10000+,10000,10000,Healthcare,3.5,$34K-$61K,34000,61000,47500
1742,Vespa Group Llc,Senior Data Analyst,Senior,"Indianapolis, IN",Indianapolis,IN,Small,1–50,1,50,Other Industries,2.8,$34K-$61K,34000,61000,47500
1743,Little Raymond'S Print Shop,Operations/Supply Chain Analyst,Mid,"Lawrence, IN",Lawrence,IN,Small,51–200,51,200,Retail,4.0,$34K-$61K,34000,61000,47500
1744,Cno Financial Group,Senior Data Analyst,Senior,"Carmel, IN",Carmel,IN,Large,1001–5000,1001,5000,Financial,2.7,$34K-$61K,34000,61000,47500
1745,Lionbridge,Technical Data Analyst,Mid,"Redmond, WA",Redmond,WA,Large,5001–10000,5001,10000,Technology,3.3,$35K-$67K,35000,67000,51000
1746,Remitly,Senior Data Analyst,Senior,"Seattle, WA",Seattle,WA,Large,1001–5000,1001,5000,Financial,4.3,$35K-$67K,35000,67000,51000
1747,Homesite Group,Business Data Analyst,Mid,"Seattle, WA",Seattle,WA,Large,1001–5000,1001,5000,Financial,3.3,$35K-$67K,35000,67000,51000
1748,Microsoft Corporation,Data Analyst,Mid,"Redmond, WA",Redmond,WA,Enterprise,10000+,10000,10000,Technology,4.3,$35K-$67K,35000,67000,51000
1749,Akraya Inc.,Data Analyst,Mid,"Seattle, WA",Seattle,WA,Small,51–200,51,200,Professional Services,4.6,$35K-$67K,35000,67000,51000
1750,Washington Federal,Data Analyst,Mid,"Seattle, WA",Seattle,WA,Large,1001–5000,1001,5000,Financial,3.6,$35K-$67K,35000,67000,51000
1751,Surecritic,Data Analyst,Mid,"Seattle, WA",Seattle,WA,Small,1–50,1,50,Research,3.0,$35K-$67K,35000,67000,51000
1752,Costco Wholesale Corporation,Business Data Analyst,Mid,"Issaquah, WA",Issaquah,WA,Enterprise,10000+,10000,10000,Retail,4.0,$35K-$67K,35000,67000,51000
1753,Techdigital Corporation,Business Data Analyst,Mid,"Seattle, WA",Seattle,WA,Small,51–200,51,200,Technology,3.5,$35K-$67K,35000,67000,51000
1754,Microsoft Corporation,BI Data Analyst,Mid,"Redmond, WA",Redmond,WA,Enterprise,10000+,10000,10000,Technology,4.3,$35K-$67K,35000,67000,51000
1755,Costco Wholesale Corporation,Data Analyst,Mid,"Issaquah, WA",Issaquah,WA,Enterprise,10000+,10000,10000,Retail,4.0,$35K-$67K,35000,67000,51000
1756,"Lendingtree, Llc.",Data Analyst,Mid,"Seattle, WA",Seattle,WA,Large,1001–5000,1001,5000,Financial,3.7,$35K-$67K,35000,67000,51000
1757,Blue Origin,Data Analyst,Mid,"Kent, WA",Kent,WA,Large,1001–5000,1001,5000,Government,2.9,$35K-$67K,35000,67000,51000
1758,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Seattle, WA",Seattle,WA,Small,51–200,51,200,Technology,5.0,$35K-$67K,35000,67000,51000
1759,"Resource Logistics, Inc.",Junior Data Analyst,Junior,"Redmond, WA",Redmond,WA,Small,51–200,51,200,Other Industries,4.7,$35K-$67K,35000,67000,51000
1760,"Staffigo Technical Services, Llc",Data Analyst,Mid,"Seattle, WA",Seattle,WA,Small,51–200,51,200,Technology,5.0,$35K-$67K,35000,67000,51000
1761,Subex,Data Analyst,Mid,"Bellevue, WA",Bellevue,WA,Medium,501–1000,501,1000,Technology,3.2,$35K-$67K,35000,67000,51000
1762,Fred Hutch,Data Analyst,Mid,"Seattle, WA",Seattle,WA,Large,1001–5000,1001,5000,Social Services,3.9,$35K-$67K,35000,67000,51000
1763,Synaptein Solutions Inc.,Data Analyst,Mid,"Seattle, WA",Seattle,WA,Small,1–50,1,50,Professional Services,3.8,$35K-$67K,35000,67000,51000
1764,Wipro Ltd.,Data Analyst,Mid,"Redmond, WA",Redmond,WA,Enterprise,10000+,10000,10000,Technology,2.9,$35K-$67K,35000,67000,51000
1765,Intelliswift Software Inc,Business Data Analyst,Mid,"Seattle, WA",Seattle,WA,Medium,201–500,201,500,Professional Services,3.0,$35K-$67K,35000,67000,51000
1766,Kelly It,Data Analyst,Mid,"Renton, WA",Renton,WA,Medium,501–1000,501,1000,Professional Services,3.4,$35K-$67K,35000,67000,51000
1767,"Lendingtree, Llc.",Senior Data Analyst,Senior,"Seattle, WA",Seattle,WA,Large,1001–5000,1001,5000,Financial,3.7,$35K-$67K,35000,67000,51000
1768,Microsoft Corporation,Data Analyst,Mid,"Redmond, WA",Redmond,WA,Enterprise,10000+,10000,10000,Technology,4.3,$55K-$101K,55000,101000,78000
1769,Protingent,Data Analyst,Mid,"Kent, WA",Kent,WA,Small,51–200,51,200,Professional Services,4.4,$55K-$101K,55000,101000,78000
1770,Fred Hutch,Healthcare/Clinical Analyst,Mid,"Seattle, WA",Seattle,WA,Large,1001–5000,1001,5000,Social Services,3.9,$55K-$101K,55000,101000,78000
1771,Eteam Inc.,Data Analyst,Mid,"Kirkland, WA",Kirkland,WA,Small,51–200,51,200,Professional Services,3.7,$55K-$101K,55000,101000,78000
1772,Nintendo,Senior Data Analyst,Senior,"Redmond, WA",Redmond,WA,Large,5001–10000,5001,10000,Technology,4.0,$55K-$101K,55000,101000,78000
1773,Eteam Inc.,Data Analyst,Mid,"Redmond, WA",Redmond,WA,Small,51–200,51,200,Professional Services,3.7,$55K-$101K,55000,101000,78000
1774,Costco Wholesale Corporation,Data Analyst,Mid,"Issaquah, WA",Issaquah,WA,Enterprise,10000+,10000,10000,Retail,4.0,$55K-$101K,55000,101000,78000
1775,Zen3 Infosolutions America Inc,Data Analyst,Mid,"Redmond, WA",Redmond,WA,Large,1001–5000,1001,5000,Technology,3.6,$55K-$101K,55000,101000,78000
1776,Microsoft Corporation,Senior Data Analyst,Senior,"Redmond, WA",Redmond,WA,Enterprise,10000+,10000,10000,Technology,4.3,$55K-$101K,55000,101000,78000
1777,Akraya Inc.,Senior Data Analyst,Senior,"Seattle, WA",Seattle,WA,Small,51–200,51,200,Professional Services,4.6,$55K-$101K,55000,101000,78000
1778,Microsoft Corporation,Data Analyst,Mid,"Redmond, WA",Redmond,WA,Enterprise,10000+,10000,10000,Technology,4.3,$55K-$101K,55000,101000,78000
1779,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Seattle, WA",Seattle,WA,Small,51–200,51,200,Technology,5.0,$55K-$101K,55000,101000,78000
1780,Serverlogic,Senior Data Analyst,Senior,"Seattle, WA",Seattle,WA,Small,1–50,1,50,Technology,3.5,$55K-$101K,55000,101000,78000
1781,Nuwest Group,Data Analyst,Mid,"Kent, WA",Kent,WA,Small,51–200,51,200,Professional Services,4.2,$55K-$101K,55000,101000,78000
1782,Resource Informatics Group,Data Quality Analyst,Mid,"Seattle, WA",Seattle,WA,Small,1–50,1,50,Technology,4.6,$55K-$101K,55000,101000,78000
1783,W3Global,Senior Data Analyst,Senior,"Seattle, WA",Seattle,WA,Medium,201–500,201,500,Professional Services,4.5,$55K-$101K,55000,101000,78000
1784,Xoriant Corporation,Senior Data Analyst,Senior,"Kirkland, WA",Kirkland,WA,Large,1001–5000,1001,5000,Technology,3.6,$55K-$101K,55000,101000,78000
1785,Kelly It,Data Analyst,Mid,"Seattle, WA",Seattle,WA,Medium,501–1000,501,1000,Professional Services,3.4,$55K-$101K,55000,101000,78000
1786,Johns Hopkins University,Senior Data Analyst,Senior,"Seattle, WA",Seattle,WA,Enterprise,10000+,10000,10000,Education,4.1,$55K-$101K,55000,101000,78000
1787,Protingent Staffing,Data Analyst,Mid,"Renton, WA",Renton,WA,Small,51–200,51,200,Professional Services,4.4,$55K-$101K,55000,101000,78000
1788,University Of Georgia,Data Analyst,Mid,"Athens, GA",Athens,GA,Enterprise,10000+,10000,10000,Education,4.2,$32K-$56K,32000,56000,44000
1789,"Staffigo Technical Services, Llc",Data Analyst,Mid,"Athens, GA",Athens,GA,Small,51–200,51,200,Technology,5.0,$32K-$56K,32000,56000,44000
1790,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Athens, GA",Athens,GA,Small,51–200,51,200,Technology,5.0,$32K-$56K,32000,56000,44000
1791,Focal Systems,Data Quality Analyst,Mid,"Burlingame, KS",Burlingame,KS,Small,1–50,1,50,Technology,3.8,$36K-$67K,36000,67000,51500
1792,"Advent Global Solutions, Inc.",Technical Data Analyst,Mid,"Topeka, KS",Topeka,KS,Medium,501–1000,501,1000,Technology,3.4,$36K-$67K,36000,67000,51500
1793,Coresite,Data Analyst,Mid,"Denver, CO",Denver,CO,Medium,201–500,201,500,Technology,3.8,$57K-$67K,57000,67000,62000
1794,Autodesk,Data Analyst,Mid,"Denver, CO",Denver,CO,Large,5001–10000,5001,10000,Technology,4.0,$57K-$67K,57000,67000,62000
1795,Dire Wolf Digital,Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,3.6,$57K-$67K,57000,67000,62000
1796,Twilio,Senior Data Analyst,Senior,"Denver, CO",Denver,CO,Large,1001–5000,1001,5000,Technology,4.0,$57K-$67K,57000,67000,62000
1797,Bridgeview It,Data Analyst,Mid,"Denver, CO",Denver,CO,Small,1–50,1,50,Technology,3.8,$57K-$67K,57000,67000,62000
1798,Integrated Resources,Data Analyst,Mid,"Denver, CO",Denver,CO,Medium,201–500,201,500,Professional Services,3.1,$57K-$67K,57000,67000,62000
1799,"Paramount Software Solutions, Inc",Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,4.3,$57K-$67K,57000,67000,62000
1800,Wipro Ltd.,Data Analyst,Mid,"Denver, CO",Denver,CO,Enterprise,10000+,10000,10000,Technology,2.9,$57K-$67K,57000,67000,62000
1801,Gdkn,Data Analyst,Mid,"Centennial, CO",Centennial,CO,Medium,201–500,201,500,Professional Services,3.2,$57K-$67K,57000,67000,62000
1802,Mondo,Data Analyst,Mid,"Boulder, CO",Boulder,CO,Small,51–200,51,200,Professional Services,3.8,$57K-$67K,57000,67000,62000
1803,Strive Health,Data Analyst,Mid,"Denver, CO",Denver,CO,Small,1–50,1,50,Healthcare,5.0,$57K-$67K,57000,67000,62000
1804,Collabera,Data Analyst,Mid,"Greenwood Village, Arapahoe, CO",Greenwood Village,CO,Enterprise,10000+,10000,10000,Technology,4.1,$57K-$67K,57000,67000,62000
1805,Gloo,Marketing Data Analyst,Mid,"Boulder, CO",Boulder,CO,Small,51–200,51,200,Technology,3.9,$57K-$67K,57000,67000,62000
1806,Advent Global Solutions,Data Analyst,Mid,"Denver, CO",Denver,CO,Medium,501–1000,501,1000,Technology,3.4,$57K-$67K,57000,67000,62000
1807,Hotel Engine,Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Other Industries,4.0,$57K-$67K,57000,67000,62000
1808,Prolim Global Corporation,Data Analyst,Mid,"Denver, CO",Denver,CO,Medium,201–500,201,500,Technology,3.3,$57K-$67K,57000,67000,62000
1809,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,5.0,$57K-$67K,57000,67000,62000
1810,Xcel Energy,Data Analyst,Mid,"Henderson, CO",Henderson,CO,Enterprise,10000+,10000,10000,Other Industries,3.5,$57K-$67K,57000,67000,62000
1811,Boeing,Technical Data Analyst,Mid,"Englewood, CO",Englewood,CO,Enterprise,10000+,10000,10000,Government,3.7,$57K-$67K,57000,67000,62000
1812,Infotree Service Inc,Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Media/Advertising,3.7,$57K-$67K,57000,67000,62000
1813,Citiustech,Healthcare/Clinical Analyst,Mid,"Denver, CO",Denver,CO,Large,1001–5000,1001,5000,Technology,3.6,$57K-$67K,57000,67000,62000
1814,Apex Systems,BI Data Analyst,Mid,"Greenwood Village, Arapahoe, CO",Greenwood Village,CO,Large,1001–5000,1001,5000,Professional Services,3.8,$57K-$67K,57000,67000,62000
1815,"Staffigo Technical Services, Llc",Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,5.0,$57K-$67K,57000,67000,62000
1816,Miracorp,Business Data Analyst,Mid,"Lakewood, CO",Lakewood,CO,Small,51–200,51,200,Professional Services,4.8,$57K-$67K,57000,67000,62000
1817,"Edison Software, Inc.",Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,5.0,$57K-$67K,57000,67000,62000
1818,The Motley Fool,Data Analyst,Mid,"Lakewood, CO",Lakewood,CO,Medium,201–500,201,500,Technology,4.6,$57K-$67K,57000,67000,62000
1819,Ibotta,Senior Data Analyst,Senior,"Denver, CO",Denver,CO,Medium,501–1000,501,1000,Technology,3.5,$49K-$91K,49000,91000,70000
1820,Ta Digital,Data Analyst,Mid,"Centennial, CO",Centennial,CO,Medium,501–1000,501,1000,Technology,3.7,$49K-$91K,49000,91000,70000
1821,State Of Colorado,Data Analyst,Mid,"Denver, CO",Denver,CO,Enterprise,10000+,10000,10000,Government,3.3,$49K-$91K,49000,91000,70000
1822,Collabera,Data Analyst,Mid,"Greenwood Village, Arapahoe, CO",Greenwood Village,CO,Enterprise,10000+,10000,10000,Technology,4.1,$49K-$91K,49000,91000,70000
1823,Charles Schwab Corporation,Data Analyst,Mid,"Lone Tree, CO",Lone Tree,CO,Enterprise,10000+,10000,10000,Financial,3.6,$49K-$91K,49000,91000,70000
1824,"Quicksilver Scientific, Inc",Data Analyst,Mid,"Louisville, CO",Louisville,CO,Small,51–200,51,200,Healthcare,3.1,$49K-$91K,49000,91000,70000
1825,Lockheed Martin,Operations/Supply Chain Analyst,Mid,"Englewood, CO",Englewood,CO,Enterprise,10000+,10000,10000,Government,3.8,$49K-$91K,49000,91000,70000
1826,Broadridge,Financial Data Analyst,Mid,"Denver, CO",Denver,CO,Enterprise,10000+,10000,10000,Financial,3.5,$49K-$91K,49000,91000,70000
1827,Xentity Corporation,Data Science Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,5.0,$49K-$91K,49000,91000,70000
1828,Kforce,Data Analyst,Mid,"Denver, CO",Denver,CO,Enterprise,10000+,10000,10000,Professional Services,4.1,$49K-$91K,49000,91000,70000
1829,Government Accountability Office,Data Analyst,Mid,"Denver, CO",Denver,CO,Large,1001–5000,1001,5000,Government,3.5,$49K-$91K,49000,91000,70000
1830,Century Communities,Data Analyst,Mid,"Greenwood Village, Arapahoe, CO",Greenwood Village,CO,Medium,501–1000,501,1000,Other Industries,3.5,$49K-$91K,49000,91000,70000
1831,Weston Solutions,Senior Data Analyst,Senior,"Lakewood, CO",Lakewood,CO,Large,1001–5000,1001,5000,Other Industries,3.6,$49K-$91K,49000,91000,70000
1832,Voca,Data Analyst,Mid,"Centennial, CO",Centennial,CO,Medium,201–500,201,500,Professional Services,4.7,$49K-$91K,49000,91000,70000
1833,Rxrevu,Operations/Supply Chain Analyst,Mid,"Denver, CO",Denver,CO,Small,1–50,1,50,Healthcare,3.0,$49K-$91K,49000,91000,70000
1834,Recondo Technology,Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,3.5,$49K-$91K,49000,91000,70000
1835,Y-Axis Inc,Senior Data Analyst,Senior,"Denver, CO",Denver,CO,Small,1–50,1,50,Professional Services,2.6,$49K-$91K,49000,91000,70000
1836,Clientsolv Technologies,Data Analyst,Mid,"Broomfield, CO",Broomfield,CO,Small,51–200,51,200,Technology,3.3,$49K-$91K,49000,91000,70000
1837,State Of Colorado,Data Analyst,Mid,"Lakewood, CO",Lakewood,CO,Enterprise,10000+,10000,10000,Government,3.3,$49K-$91K,49000,91000,70000
1838,"Avacend, Inc.",Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Professional Services,2.5,$49K-$91K,49000,91000,70000
1839,Goldstone Partners,Marketing Data Analyst,Mid,"Boulder, CO",Boulder,CO,Small,1–50,1,50,Professional Services,5.0,$49K-$91K,49000,91000,70000
1840,Xentity Corporation,Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,5.0,$49K-$91K,49000,91000,70000
1841,Infotree Service Inc,Data Analyst,Mid,"Englewood, CO",Englewood,CO,Small,51–200,51,200,Media/Advertising,3.7,$49K-$91K,49000,91000,70000
1842,Legislative Branch,Data Analyst,Mid,"Denver, CO",Denver,CO,Medium,501–1000,501,1000,Government,4.3,$49K-$91K,49000,91000,70000
1843,Centurylink,Senior Data Analyst,Senior,"Broomfield, CO",Broomfield,CO,Enterprise,10000+,10000,10000,Technology,3.0,$57K-$100K,57000,100000,78500
1844,22Nd Century Technologies,Technical Data Analyst,Mid,"Denver, CO",Denver,CO,Large,1001–5000,1001,5000,Technology,3.7,$57K-$100K,57000,100000,78500
1845,"Avacend, Inc.",Technical Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,2.5,$57K-$100K,57000,100000,78500
1846,Welldynerx Llc,Senior Data Analyst,Senior,"Englewood, CO",Englewood,CO,Medium,501–1000,501,1000,Healthcare,3.5,$57K-$100K,57000,100000,78500
1847,Dw Simpson,Technical Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,4.2,$57K-$100K,57000,100000,78500
1848,Source Of Future Technology Inc,Technical Data Analyst,Mid,"Denver, CO",Denver,CO,Small,1–50,1,50,Technology,4.1,$57K-$100K,57000,100000,78500
1849,Kaiser Permanente,Senior Data Analyst,Senior,"Aurora, CO",Aurora,CO,Enterprise,10000+,10000,10000,Healthcare,4.0,$57K-$100K,57000,100000,78500
1850,Black Knight Financial Services,Financial Data Analyst,Mid,"Lakewood, CO",Lakewood,CO,Large,5001–10000,5001,10000,Technology,2.9,$57K-$100K,57000,100000,78500
1851,22Nd Century Staffing,Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Professional Services,4.3,$57K-$100K,57000,100000,78500
1852,Signature Retail Services,Data Analyst,Mid,"Aurora, CO",Aurora,CO,Medium,501–1000,501,1000,Retail,2.6,$57K-$100K,57000,100000,78500
1853,"Mavensoft Technologies, Llc.",Data Analyst,Mid,"Denver, CO",Denver,CO,Small,1–50,1,50,Technology,4.1,$57K-$100K,57000,100000,78500
1854,Global Healthcare Exchange,Senior Data Analyst,Senior,"Louisville, CO",Louisville,CO,Medium,501–1000,501,1000,Technology,3.7,$57K-$100K,57000,100000,78500
1855,"Staffigo Technical Services, Llc",Junior Data Analyst,Junior,"Denver, CO",Denver,CO,Small,51–200,51,200,Technology,5.0,$57K-$100K,57000,100000,78500
1856,V.L.S. Systems,Technical Data Analyst,Mid,"Denver, CO",Denver,CO,Medium,201–500,201,500,Technology,3.3,$57K-$100K,57000,100000,78500
1857,Techusa,Senior Data Analyst,Senior,"Englewood, CO",Englewood,CO,Large,1001–5000,1001,5000,Professional Services,2.7,$57K-$100K,57000,100000,78500
1858,Apex Systems,Data Analyst,Mid,"Greenwood Village, Arapahoe, CO",Greenwood Village,CO,Large,1001–5000,1001,5000,Professional Services,3.8,$57K-$100K,57000,100000,78500
1859,Centurylink,Data Analyst,Mid,"Broomfield, CO",Broomfield,CO,Enterprise,10000+,10000,10000,Technology,3.0,$57K-$100K,57000,100000,78500
1860,Ghx,Senior Data Analyst,Senior,"Louisville, CO",Louisville,CO,Medium,501–1000,501,1000,Other Industries,2.8,$57K-$100K,57000,100000,78500
1861,"Avacend, Inc.",Business Data Analyst,Mid,"Denver, CO",Denver,CO,Small,51–200,51,200,Professional Services,2.5,$57K-$100K,57000,100000,78500
1862,Lockheed Martin,Data Analyst,Mid,"Littleton, CO",Littleton,CO,Enterprise,10000+,10000,10000,Government,3.8,$57K-$100K,57000,100000,78500
